date,longitude,latitude,level,expver,o3,t,OT
1996/1/1,104,0.5,100,1,2.63E-07,193.3698,-5.1545854
1996/2/1,104,0.5,100,1,2.55E-07,193.30672,-0.36993694
1996/3/1,104,0.5,100,1,1.82E-07,190.58109,-7.571609
1996/4/1,104,0.5,100,1,1.79E-07,191.18661,-1.1215076
1996/5/1,104,0.5,100,1,2.24E-07,192.89832,-3.4350286
1996/6/1,104,0.5,100,1,2.25E-07,192.42052,-2.862235
1996/7/1,104,0.5,100,1,3.37E-07,193.11908,-12.449175
1996/8/1,104,0.5,100,1,2.96E-07,193.3761,-13.460678
1996/9/1,104,0.5,100,1,2.92E-07,193.22551,-14.821505
1996/10/1,104,0.5,100,1,3.04E-07,191.86388,-15.848299
1996/11/1,104,0.5,100,1,2.58E-07,191.53748,-11.021307
1996/12/1,104,0.5,100,1,2.04E-07,189.39214,-14.897955
1997/1/1,104,0.5,100,1,2.56E-07,191.68018,-8.013847
1997/2/1,104,0.5,100,1,2.67E-07,192.4694,-18.4194
1997/3/1,104,0.5,100,1,2.04E-07,190.32564,-2.7363853
1997/4/1,104,0.5,100,1,2.08E-07,190.62604,-4.831139
1997/5/1,104,0.5,100,1,2.12E-07,189.89673,-7.9597445
1997/6/1,104,0.5,100,1,2.73E-07,192.85732,-8.790118
1997/7/1,104,0.5,100,1,3.49E-07,195.24155,-4.792326
1997/8/1,104,0.5,100,1,3.31E-07,195.93065,-5.9649644
1997/9/1,104,0.5,100,1,3.76E-07,195.50095,0.21697092
1997/10/1,104,0.5,100,1,2.74E-07,194.74483,0.05230713
1997/11/1,104,0.5,100,1,2.13E-07,193.33746,0.5086603
1997/12/1,104,0.5,100,1,2.13E-07,192.49149,0.16051483
1998/1/1,104,0.5,100,1,1.96E-07,191.59108,-1.1626735
1998/2/1,104,0.5,100,1,1.71E-07,192.743,4.1136127
1998/3/1,104,0.5,100,1,1.59E-07,193.12065,0.7909403
1998/4/1,104,0.5,100,1,1.87E-07,192.73431,3.458488
1998/5/1,104,0.5,100,1,1.82E-07,191.5154,-5.4815598
1998/6/1,104,0.5,100,1,2.48E-07,193.24759,-13.2101555
1998/7/1,104,0.5,100,1,2.65E-07,193.60869,-12.270397
1998/8/1,104,0.5,100,1,3.26E-07,195.65942,-8.345527
1998/9/1,104,0.5,100,1,3.28E-07,195.5238,-8.8054085
1998/10/1,104,0.5,100,1,2.86E-07,192.58609,-11.569402
1998/11/1,104,0.5,100,1,2.74E-07,191.29227,-12.190418
1998/12/1,104,0.5,100,1,2.38E-07,190.25153,-21.176336
1999/1/1,104,0.5,100,1,1.95E-07,188.95612,-20.265982
1999/2/1,104,0.5,100,1,2.29E-07,192.02551,0.19697571
1999/3/1,104,0.5,100,1,2.14E-07,189.50725,-21.455088
1999/4/1,104,0.5,100,1,2.43E-07,190.36191,-15.093199
1999/5/1,104,0.5,100,1,2.36E-07,190.8468,-13.591233
1999/6/1,104,0.5,100,1,2.78E-07,194.72986,-12.645595
1999/7/1,104,0.5,100,1,3.58E-07,197.71408,-9.138264
1999/8/1,104,0.5,100,1,3.32E-07,197.19766,-7.885646
1999/9/1,104,0.5,100,1,3.11E-07,196.43604,-2.9410384
1999/10/1,104,0.5,100,1,3.71E-07,194.13065,-7.0776186
1999/11/1,104,0.5,100,1,3.49E-07,192.4426,-4.7770357
1999/12/1,104,0.5,100,1,2.59E-07,190.41,-16.254076
2000/1/1,104,0.5,100,1,2.50E-07,192.7493,-5.1686993
2000/2/1,104,0.5,100,1,2.58E-07,193.6631,-14.305166
2000/3/1,104,0.5,100,1,2.35E-07,193.01343,-9.246471
2000/4/1,104,0.5,100,1,2.19E-07,191.70541,-9.549922
2000/5/1,104,0.5,100,1,2.37E-07,192.90619,-5.8497
2000/6/1,104,0.5,100,1,2.76E-07,194.8497,-4.7982063
2000/7/1,104,0.5,100,1,3.09E-07,194.92932,-6.9929347
2000/8/1,104,0.5,100,1,3.48E-07,196.70331,-6.5601053
2000/9/1,104,0.5,100,1,2.78E-07,193.35718,-2.1953483
2000/10/1,104,0.5,100,1,2.81E-07,192.20685,-7.9056406
2000/11/1,104,0.5,100,1,2.19E-07,188.42787,-8.810113
2000/12/1,104,0.5,100,1,2.10E-07,190.11986,-15.506033
2001/1/1,104,0.5,100,1,2.01E-07,189.79344,-16.898615
2001/2/1,104,0.5,100,1,1.98E-07,191.23628,-13.217212
2001/3/1,104,0.5,100,1,1.88E-07,190.5401,-5.26985
2001/4/1,104,0.5,100,1,1.89E-07,189.76506,-6.7824006
2001/5/1,104,0.5,100,1,2.23E-07,192.3811,-6.775344
2001/6/1,104,0.5,100,1,2.51E-07,193.59608,-10.688452
2001/7/1,104,0.5,100,1,2.93E-07,194.1188,-12.465641
2001/8/1,104,0.5,100,1,3.26E-07,196.00081,-8.877154
2001/9/1,104,0.5,100,1,2.89E-07,192.96217,-15.776552
2001/10/1,104,0.5,100,1,2.88E-07,191.42078,-10.626116
2001/11/1,104,0.5,100,1,2.82E-07,190.80028,-17.586674
2001/12/1,104,0.5,100,1,2.64E-07,190.79791,-1.7848659
2002/1/1,104,0.5,100,1,2.25E-07,188.07071,-13.590057
2002/2/1,104,0.5,100,1,2.38E-07,191.78189,-4.430066
2002/3/1,104,0.5,100,1,1.96E-07,189.58609,-6.1696177
2002/4/1,104,0.5,100,1,1.97E-07,190.10883,-4.7264605
2002/5/1,104,0.5,100,1,2.03E-07,191.19765,-2.54467
2002/6/1,104,0.5,100,1,2.71E-07,193.3146,-3.4185624
2002/7/1,104,0.5,100,1,2.97E-07,193.07649,-18.003036
2002/8/1,104,0.5,100,1,3.11E-07,194.66914,-9.2194195
2002/9/1,104,0.5,100,1,3.04E-07,194.7882,-2.7540278
2002/10/1,104,0.5,100,1,2.68E-07,191.98924,-3.311531
2002/11/1,104,0.5,100,1,2.41E-07,191.47203,-7.165831
2002/12/1,104,0.5,100,1,1.98E-07,189.66887,-4.8158493
2003/1/1,104,0.5,100,1,1.86E-07,191.58162,-0.9544916
2003/2/1,104,0.5,100,1,1.81E-07,192.21867,-1.8730783
2003/3/1,104,0.5,100,1,1.91E-07,192.83287,-1.2579432
2003/4/1,104,0.5,100,1,1.83E-07,190.70015,-4.6135483
2003/5/1,104,0.5,100,1,2.22E-07,191.94667,-9.008885
2003/6/1,104,0.5,100,1,2.66E-07,193.22394,-9.277052
2003/7/1,104,0.5,100,1,3.05E-07,195.6066,-9.481705
2003/8/1,104,0.5,100,1,2.90E-07,194.64313,-9.224124
2003/9/1,104,0.5,100,1,2.74E-07,194.67308,0.77565
2003/10/1,104,0.5,100,1,2.63E-07,193.25311,-2.7657895
2003/11/1,104,0.5,100,1,2.47E-07,190.91933,-8.925378
2003/12/1,104,0.5,100,1,2.32E-07,191.75902,-7.002344
2004/1/1,104,0.5,100,1,1.90E-07,190.00554,-3.4750183
2004/2/1,104,0.5,100,1,2.16E-07,192.19029,-0.70043993
2004/3/1,104,0.5,100,1,2.17E-07,190.86572,-14.4345455
2004/4/1,104,0.5,100,1,1.75E-07,189.415,-5.687389
2004/5/1,104,0.5,100,1,2.35E-07,191.33327,-8.203211
2004/6/1,104,0.5,100,1,3.02E-07,194.22368,-8.547828
2004/7/1,104,0.5,100,1,2.85E-07,194.19371,-11.312997
2004/8/1,104,0.5,100,1,2.66E-07,195.65942,-7.926811
2004/9/1,104,0.5,100,1,2.81E-07,195.45915,-6.763582
2004/10/1,104,0.5,100,1,2.18E-07,192.57033,-5.3392434
2004/11/1,104,0.5,100,1,1.93E-07,190.97295,-4.738222
2004/12/1,104,0.5,100,1,2.04E-07,192.32748,-3.563231
2005/1/1,104,0.5,100,1,1.80E-07,192.15797,-2.6046543
2005/2/1,104,0.5,100,1,1.66E-07,191.71487,2.075315
2005/3/1,104,0.5,100,1,1.80E-07,191.40344,-7.902112
2005/4/1,104,0.5,100,1,1.68E-07,191.97112,0.017022133
2005/5/1,104,0.5,100,1,1.68E-07,190.88306,-7.1187844
2005/6/1,104,0.5,100,1,2.13E-07,194.56192,-10.641405
2005/7/1,104,0.5,100,1,2.75E-07,195.56087,-11.869324
2005/8/1,104,0.5,100,1,2.57E-07,195.8589,-2.5035043
2005/9/1,104,0.5,100,1,2.40E-07,194.09752,-4.746455
2005/10/1,104,0.5,100,1,2.35E-07,192.75166,-10.576716
2005/11/1,104,0.5,100,1,2.25E-07,191.84496,-11.69878
2005/12/1,104,0.5,100,1,1.95E-07,192.10042,-8.473729
2006/1/1,104,0.5,100,1,1.79E-07,190.48018,-18.325306
2006/2/1,104,0.5,100,1,1.57E-07,189.55298,-8.905382
2006/3/1,104,0.5,100,1,1.80E-07,190.69069,-11.496479
2006/4/1,104,0.5,100,1,2.10E-07,190.5874,-6.6636076
2006/5/1,104,0.5,100,1,2.04E-07,191.31276,-5.201632
2006/6/1,104,0.5,100,1,2.33E-07,192.49069,-9.533456
2006/7/1,104,0.5,100,1,2.58E-07,193.89726,-14.607441
2006/8/1,104,0.5,100,1,2.78E-07,196.56848,-7.43635
2006/9/1,104,0.5,100,1,2.93E-07,195.77768,-4.926409
2006/10/1,104,0.5,100,1,2.48E-07,194.54694,-1.1191554
2006/11/1,104,0.5,100,1,2.25E-07,192.48203,-4.8828907
2006/12/1,104,0.5,100,1,2.03E-07,191.95218,-10.942505
2007/1/1,104,0.5,100,1,1.79E-07,193.25941,1.5342784
2007/2/1,104,0.5,100,1,1.72E-07,193.21448,-3.2515466
2007/3/1,104,0.5,100,1,1.84E-07,194.29936,-1.9648194
2007/4/1,104,0.5,100,1,1.76E-07,192.21553,-1.3167515
2007/5/1,104,0.5,100,1,1.99E-07,193.31145,0.38281012
2007/6/1,104,0.5,100,1,2.42E-07,193.81763,-6.1696177
2007/7/1,104,0.5,100,1,2.69E-07,195.34167,-5.5697722
2007/8/1,104,0.5,100,1,2.67E-07,195.3677,-10.009804
2007/9/1,104,0.5,100,1,2.77E-07,195.48123,-10.543783
2007/10/1,104,0.5,100,1,2.06E-07,191.53983,-17.591377
2007/11/1,104,0.5,100,1,2.31E-07,192.8439,-6.1566796
2007/12/1,104,0.5,100,1,1.85E-07,189.67044,-19.240364
2008/1/1,104,0.5,100,1,1.71E-07,190.15613,-8.173807
2008/2/1,104,0.5,100,1,1.65E-07,189.4552,-30.8656
2008/3/1,104,0.5,100,1,1.83E-07,190.44627,-8.744247
2008/4/1,104,0.5,100,1,1.83E-07,188.67229,-8.636041
2008/5/1,104,0.5,100,1,2.25E-07,190.56532,-9.144144
2008/6/1,104,0.5,100,1,2.66E-07,191.9104,-13.166637
2008/7/1,104,0.5,100,1,2.93E-07,195.23366,-9.2194195
2008/8/1,104,0.5,100,1,3.18E-07,196.06152,-7.845656
2008/9/1,104,0.5,100,1,2.86E-07,197.10226,1.8624291
2008/10/1,104,0.5,100,1,2.59E-07,194.96481,-2.215343
2008/11/1,104,0.5,100,1,2.06E-07,190.90909,-10.0297985
2008/12/1,104,0.5,100,1,2.01E-07,191.35692,-13.5982895
2009/1/1,104,0.5,100,1,1.77E-07,191.39792,-9.569918
2009/2/1,104,0.5,100,1,1.82E-07,192.32748,-12.006935
2009/3/1,104,0.5,100,1,1.71E-07,191.7874,-1.6637206
2009/4/1,104,0.5,100,1,1.70E-07,191.3782,-4.0384026
2009/5/1,104,0.5,100,1,2.12E-07,191.84102,-4.9899216
2009/6/1,104,0.5,100,1,2.22E-07,194.19293,-5.6956224
2009/7/1,104,0.5,100,1,2.64E-07,197.1677,-3.676143
2009/8/1,104,0.5,100,1,2.56E-07,195.30856,-14.64155
2009/9/1,104,0.5,100,1,2.67E-07,196.5677,-9.979223
2009/10/1,104,0.5,100,1,2.47E-07,194.79924,-5.8026533
2009/11/1,104,0.5,100,1,2.20E-07,192.26047,-1.3191037
2009/12/1,104,0.5,100,1,1.65E-07,190.93747,-4.335973
2010/1/1,104,0.5,100,1,1.76E-07,193.89096,2.2976108
2010/2/1,104,0.5,100,1,1.60E-07,191.64548,-3.3009455
2010/3/1,104,0.5,100,1,1.65E-07,192.53326,-2.6270018
2010/4/1,104,0.5,100,1,1.70E-07,192.45836,2.5987096
2010/5/1,104,0.5,100,1,1.75E-07,191.72827,-4.6100197
2010/6/1,104,0.5,100,1,2.34E-07,192.5648,-12.2939205
2010/7/1,104,0.5,100,1,2.66E-07,193.14273,-15.603655
2010/8/1,104,0.5,100,1,3.50E-07,194.14247,-14.033472
2010/9/1,104,0.5,100,1,2.72E-07,193.53773,-16.346992
2010/10/1,104,0.5,100,1,2.23E-07,191.26782,-12.826725
2010/11/1,104,0.5,100,1,2.02E-07,190.5945,-14.790924
2010/12/1,104,0.5,100,1,2.19E-07,194.4334,-10.413229
2011/1/1,104,0.5,100,1,2.07E-07,193.58347,-13.895861
2011/2/1,104,0.5,100,1,1.97E-07,193.93983,-8.167926
2011/3/1,104,0.5,100,1,1.98E-07,194.07703,-3.3479922
2011/4/1,104,0.5,100,1,1.72E-07,191.53668,-1.6660728
2011/5/1,104,0.5,100,1,1.85E-07,191.4263,-8.580761
2011/6/1,104,0.5,100,1,2.25E-07,193.80107,-2.5070329
2011/7/1,104,0.5,100,1,2.68E-07,195.90384,-4.704113
2011/8/1,104,0.5,100,1,2.72E-07,196.26967,-8.287895
2011/9/1,104,0.5,100,1,2.82E-07,196.72855,-6.7177114
2011/10/1,104,0.5,100,1,2.18E-07,193.36507,-0.7474866
2011/11/1,104,0.5,100,1,1.99E-07,191.3577,-2.9081056
2011/12/1,104,0.5,100,1,1.88E-07,191.74326,-12.958455
2012/1/1,104,0.5,100,1,1.61E-07,191.01474,-14.42984
2012/2/1,104,0.5,100,1,1.70E-07,191.02261,-9.412311
2012/3/1,104,0.5,100,1,1.59E-07,189.83287,-16.346992
2012/4/1,104,0.5,100,1,1.66E-07,189.7619,-7.1752405
2012/5/1,104,0.5,100,1,2.06E-07,191.72984,-9.921591
2012/6/1,104,0.5,100,1,2.41E-07,192.92513,-15.481335
2012/7/1,104,0.5,100,1,2.86E-07,194.3451,-7.1234894
2012/8/1,104,0.5,100,1,2.71E-07,194.13379,-11.001312
2012/9/1,104,0.5,100,1,2.57E-07,195.22342,-6.0590577
2012/10/1,104,0.5,100,1,2.15E-07,191.53352,-10.386177
2012/11/1,104,0.5,100,1,1.93E-07,190.29253,-8.367874
2012/12/1,104,0.5,100,1,1.81E-07,190.4171,-11.598806
2013/1/1,104,0.5,100,1,1.79E-07,192.12012,-7.416355
2013/2/1,104,0.5,100,1,1.74E-07,191.98688,-10.746084
2013/3/1,104,0.5,100,1,1.83E-07,190.64575,-0.6945591
2013/4/1,104,0.5,100,1,2.02E-07,190.2334,-2.1106644
2013/5/1,104,0.5,100,1,2.04E-07,190.22551,-9.159435
2013/6/1,104,0.5,100,1,2.40E-07,191.17242,-17.117382
2013/7/1,104,0.5,100,1,3.06E-07,194.44444,-18.003036
2013/8/1,104,0.5,100,1,3.02E-07,194.88675,-11.849329
2013/9/1,104,0.5,100,1,3.13E-07,196.28308,-10.739027
2013/10/1,104,0.5,100,1,2.38E-07,193.6757,-7.966801
2013/11/1,104,0.5,100,1,2.07E-07,191.58792,-8.634864
2013/12/1,104,0.5,100,1,1.75E-07,191.10304,-13.050196
2014/1/1,104,0.5,100,1,1.93E-07,194.19214,-3.5032463
2014/2/1,104,0.5,100,1,1.88E-07,193.14352,-4.194833
2014/3/1,104,0.5,100,1,1.99E-07,191.86467,0.014669895
2014/4/1,104,0.5,100,1,1.92E-07,191.73143,-1.0885749
2014/5/1,104,0.5,100,1,2.33E-07,192.15245,-6.388385
2014/6/1,104,0.5,100,1,2.70E-07,195.12643,-7.755091
2014/7/1,104,0.5,100,1,3.08E-07,195.68701,-9.431129
2014/8/1,104,0.5,100,1,3.04E-07,195.46468,-10.623763
2014/9/1,104,0.5,100,1,3.03E-07,195.31409,-5.215746
2014/10/1,104,0.5,100,1,2.93E-07,193.61658,-4.739398
2014/11/1,104,0.5,100,1,2.08E-07,190.7514,-6.6977167
2014/12/1,104,0.5,100,1,1.70E-07,190.68832,-8.443149
2015/1/1,104,0.5,100,1,1.66E-07,192.28806,-2.3023796
2015/2/1,104,0.5,100,1,1.66E-07,191.3782,-2.0495038
2015/3/1,104,0.5,100,1,1.79E-07,191.81578,-4.6300144
2015/4/1,104,0.5,100,1,1.86E-07,190.99187,-6.024949
2015/5/1,104,0.5,100,1,1.73E-07,191.29541,-7.7033396
2015/6/1,104,0.5,100,1,2.42E-07,193.55429,-8.111469
2015/7/1,104,0.5,100,1,1.99E-07,193.1514,-15.12966
2015/8/1,104,0.5,100,1,2.43E-07,196.75534,-9.82044
2015/9/1,104,0.5,100,1,2.53E-07,195.76112,-9.247647
2015/10/1,104,0.5,100,1,2.46E-07,193.92014,-8.2149725
2015/11/1,104,0.5,100,1,2.42E-07,193.7104,-3.5444121
2015/12/1,104,0.5,100,1,2.47E-07,193.7995,-1.0862226
2016/1/1,104,0.5,100,1,1.71E-07,192.11855,-1.9836383
2016/2/1,104,0.5,100,1,1.94E-07,193.71198,-6.707126
2016/3/1,104,0.5,100,1,1.74E-07,191.75902,-0.06883812
2016/4/1,104,0.5,100,1,2.15E-07,192.14456,1.2531743
2016/5/1,104,0.5,100,1,2.01E-07,190.451,-9.501699
2016/6/1,104,0.5,100,1,2.54E-07,193.8602,-10.720209
2016/7/1,104,0.5,100,1,2.45E-07,193.26967,-13.48185
2016/8/1,104,0.5,100,1,2.45E-07,193.34062,-22.20313
2016/9/1,104,0.5,100,1,2.23E-07,193.07808,-19.034534
2016/10/1,104,0.5,100,1,1.61E-07,191.36086,-21.712667
2016/11/1,104,0.5,100,1,1.07E-07,187.96663,-15.624826
2016/12/1,104,0.5,100,1,1.60E-07,190.3753,-14.087576
2017/1/1,104,0.5,100,1,2.05E-07,193.02289,-16.042366
2017/2/1,104,0.5,100,1,2.01E-07,192.56085,-7.3069715
2017/3/1,104,0.5,100,1,1.92E-07,193.42105,-3.7596507
2017/4/1,104,0.5,100,1,1.90E-07,192.77216,-4.5300403
2017/5/1,104,0.5,100,1,2.10E-07,192.76585,-5.3945236
2017/6/1,104,0.5,100,1,2.92E-07,196.1317,-1.6131454
2017/7/1,104,0.5,100,1,3.09E-07,196.21606,-1.8648453
2017/8/1,104,0.5,100,1,2.88E-07,194.3648,-6.38368
2017/9/1,104,0.5,100,1,2.67E-07,193.86493,-8.134993
2017/10/1,104,0.5,100,1,2.48E-07,193.79555,-7.0046964
2017/11/1,104,0.5,100,1,1.41E-07,188.52011,-13.795886
2017/12/1,104,0.5,100,1,1.76E-07,191.98451,-7.7386246
2018/1/1,104,0.5,100,1,1.91E-07,193.44077,-20.45064
2018/2/1,104,0.5,100,1,1.57E-07,190.83891,-2.9586809
2018/3/1,104,0.5,100,1,2.14E-07,192.38583,-2.8116598
2018/4/1,104,0.5,100,1,1.64E-07,189.75876,-9.901596
2018/5/1,104,0.5,100,1,1.96E-07,190.81999,-5.665042
2018/6/1,104,0.5,100,1,2.61E-07,194.9041,-11.830511
2018/7/1,104,0.5,100,1,2.72E-07,194.44128,-11.541174
2018/8/1,104,0.5,100,1,2.78E-07,196.15771,-12.206884
2018/9/1,104,0.5,100,1,2.74E-07,195.86047,-7.550438
2018/10/1,104,0.5,100,1,1.95E-07,191.67229,-8.365522
2018/11/1,104,0.5,100,1,1.47E-07,188.83627,-9.180606
2018/12/1,104,0.5,100,1,1.70E-07,189.9393,-10.248566
2019/1/1,104,0.5,100,1,1.84E-07,192.62709,-6.315462
2019/2/1,104,0.5,100,1,1.81E-07,191.16217,-3.9960604
2019/3/1,104,0.5,100,1,1.87E-07,192.15561,-3.1198158
2019/4/1,104,0.5,100,1,1.75E-07,190.82077,-8.73719
2019/5/1,104,0.5,100,1,2.14E-07,191.53432,-8.638392
2019/6/1,104,0.5,100,1,2.67E-07,193.82079,-12.230408
2019/7/1,104,0.5,100,1,3.18E-07,195.5104,-7.493982
2019/8/1,104,0.5,100,1,3.00E-07,195.34956,-13.815882
2019/9/1,104,0.5,100,1,2.87E-07,195.60974,-7.049391
2019/10/1,104,0.5,100,1,2.70E-07,194.42867,-1.6543112
2019/11/1,104,0.5,100,1,2.21E-07,191.7945,-1.2367721
2019/12/1,104,0.5,100,1,2.10E-07,192.85968,-0.5287194
2020/1/1,104,0.5,100,1,1.97E-07,192.40948,-6.8941364
2020/2/1,104,0.5,100,1,1.80E-07,192.52696,-6.03083
2020/3/1,104,0.5,100,1,1.78E-07,192.61684,-5.6720986
2020/4/1,104,0.5,100,1,2.04E-07,191.67072,0.50748396
2020/5/1,104,0.5,100,1,1.86E-07,191.88438,-9.895716
2020/6/1,104,0.5,100,1,2.43E-07,193.38635,-10.355597
2020/7/1,104,0.5,100,1,2.28E-07,192.93222,-11.648205
2020/8/1,104,0.5,100,1,1.96E-07,193.94772,-13.543011
2020/9/1,104,0.5,100,1,2.25E-07,194.52959,-18.65228
2020/10/1,104,0.5,100,1,1.80E-07,191.45389,-23.588654
2020/11/1,104,0.5,100,1,1.86E-07,191.93248,-12.9549265
2020/12/1,104,0.5,100,1,2.12E-07,193.39424,-14.131094
2021/1/1,104,0.5,100,1,1.78E-07,193.48885,-19.472069
2021/2/1,104,0.5,100,1,1.68E-07,192.2171,-8.657211
2021/3/1,104,0.5,100,1,1.78E-07,192.30777,-3.3479922
2021/4/1,104,0.5,100,1,1.74E-07,191.49962,-7.010577
2021/5/1,104,0.5,100,1,2.25E-07,191.64786,-6.0719957
2021/6/1,104,0.5,100,1,2.93E-07,195.04366,-4.7158747
2021/7/1,104,0.5,100,1,3.04E-07,196.14667,-6.5706906
2021/8/1,104,0.5,100,1,3.22E-07,196.30042,-7.775086
2021/9/1,104,0.5,100,1,3.03E-07,196.3635,-4.0548687
2021/10/1,104,0.5,100,1,2.71E-07,195.10988,-5.5368395
2021/11/1,104,0.5,100,1,2.04E-07,193.09857,-12.442118
2021/12/1,104,0.5,100,1,1.88E-07,192.26993,-6.8529706
2022/1/1,104,0.5,100,1,1.92E-07,193.04811,-8.677206
2022/2/1,104,0.5,100,1,1.78E-07,194.05968,-10.799012
2022/3/1,104,0.5,100,1,1.71E-07,193.0142,-2.6799293
2022/4/1,104,0.5,100,1,1.51E-07,191.91592,-3.9737132
2022/5/1,104,0.5,100,1,2.02E-07,191.6928,-10.219162
2022/6/1,104,0.5,100,1,2.47E-07,192.81474,-12.370371
2022/7/1,104,0.5,100,1,2.81E-07,193.5267,-13.977016
2022/8/1,104,0.5,100,1,2.52E-07,193.94379,-15.748323
2022/9/1,104,0.5,100,1,2.99E-07,197.08334,-12.759683
2022/10/1,104,0.5,100,1,1.79E-07,191.65652,-21.156342
2022/11/1,104,0.5,100,1,1.65E-07,190.08675,-15.422525
2022/12/1,104,0.5,100,1,1.77E-07,191.26389,-18.044203
2023/1/1,104,0.5,100,1,1.82E-07,193.51566,-21.20574
2023/2/1,104,0.5,100,1,1.75E-07,193.6836,-7.7892
2023/3/1,104,0.5,100,1,1.77E-07,191.31985,-5.38629
2023/4/1,104,0.5,100,1,1.93E-07,191.42473,-0.73219633
2023/5/1,104,0.5,100,1,2.03E-07,192.4284,-10.078022
2023/6/1,104,0.5,100,1,2.90E-07,194.67467,-2.8175406
2023/7/1,104,0.5,100,1,3.27E-07,196.82394,0.23696566
2023/8/1,104,0.5,100,1,3.30E-07,196.42262,-2.6811056
2023/9/1,104,0.5,100,1,3.23E-07,196.95561,-2.250628
1940/1/1,104,0.75,10,1,1.46E-05,233.77802,-21.830284
1940/2/1,104,0.75,10,1,1.45E-05,235.82559,-11.7564125
1940/3/1,104,0.75,10,1,1.47E-05,236.76698,2.208222
1940/4/1,104,0.75,10,1,1.50E-05,236.03531,15.561249
1940/5/1,104,0.75,10,1,1.51E-05,234.43794,20.31767
1940/6/1,104,0.75,10,1,1.54E-05,233.43031,13.170101
1940/7/1,104,0.75,10,1,1.60E-05,231.29523,15.7482605
1940/8/1,104,0.75,10,1,1.66E-05,231.22585,12.723158
1940/9/1,104,0.75,10,1,1.67E-05,230.79141,11.843386
1940/10/1,104,0.75,10,1,1.62E-05,232.32808,0.78858805
1940/11/1,104,0.75,10,1,1.55E-05,232.58116,-18.112421
1940/12/1,104,0.75,10,1,1.50E-05,231.73676,-23.988552
1941/1/1,104,0.75,10,1,1.55E-05,227.67867,-30.191658
1941/2/1,104,0.75,10,1,1.55E-05,230.80087,-32.64514
1941/3/1,104,0.75,10,1,1.56E-05,234.15805,-32.88273
1941/4/1,104,0.75,10,1,1.55E-05,235.10101,-34.23885
1941/5/1,104,0.75,10,1,1.45E-05,238.68683,-13.8182335
1941/6/1,104,0.75,10,1,1.50E-05,235.14201,7.157534
1941/7/1,104,0.75,10,1,1.58E-05,233.19458,13.835812
1941/8/1,104,0.75,10,1,1.65E-05,233.04398,15.26956
1941/9/1,104,0.75,10,1,1.64E-05,233.95148,15.957619
1941/10/1,104,0.75,10,1,1.59E-05,232.46921,16.999702
1941/11/1,104,0.75,10,1,1.58E-05,229.89102,-4.2007136
1941/12/1,104,0.75,10,1,1.54E-05,228.92203,-18.177109
1942/1/1,104,0.75,10,1,1.53E-05,229.265,-24.06618
1942/2/1,104,0.75,10,1,1.55E-05,229.99825,-26.359705
1942/3/1,104,0.75,10,1,1.56E-05,232.65765,-28.267448
1942/4/1,104,0.75,10,1,1.54E-05,235.43059,-31.833588
1942/5/1,104,0.75,10,1,1.46E-05,237.58066,-7.416355
1942/6/1,104,0.75,10,1,1.54E-05,233.11888,9.683941
1942/7/1,104,0.75,10,1,1.62E-05,230.40903,13.083065
1942/8/1,104,0.75,10,1,1.65E-05,232.66475,11.301172
1942/9/1,104,0.75,10,1,1.67E-05,231.2353,1.9565225
1942/10/1,104,0.75,10,1,1.62E-05,232.59694,-17.03858
1942/11/1,104,0.75,10,1,1.53E-05,234.47972,-25.138844
1942/12/1,104,0.75,10,1,1.48E-05,233.1378,-32.435787
1943/1/1,104,0.75,10,1,1.54E-05,228.14148,-34.154167
1943/2/1,104,0.75,10,1,1.55E-05,230.53517,-31.721851
1943/3/1,104,0.75,10,1,1.55E-05,234.38354,-31.156115
1943/4/1,104,0.75,10,1,1.50E-05,237.43242,-35.582035
1943/5/1,104,0.75,10,1,1.44E-05,239.10707,-6.179027
1943/6/1,104,0.75,10,1,1.51E-05,234.78801,11.29529
1943/7/1,104,0.75,10,1,1.58E-05,232.98721,19.611969
1943/8/1,104,0.75,10,1,1.67E-05,230.66684,21.665558
1943/9/1,104,0.75,10,1,1.67E-05,232.52283,16.019955
1943/10/1,104,0.75,10,1,1.61E-05,232.87762,5.7625995
1943/11/1,104,0.75,10,1,1.55E-05,232.99194,-18.736965
1943/12/1,104,0.75,10,1,1.52E-05,230.57774,-29.689434
1944/1/1,104,0.75,10,1,1.47E-05,233.7315,13.829931
1944/2/1,104,0.75,10,1,1.50E-05,232.20114,11.802219
1944/3/1,104,0.75,10,1,1.52E-05,234.39142,14.214539
1944/4/1,104,0.75,10,1,1.53E-05,234.69418,11.65167
1944/5/1,104,0.75,10,1,1.54E-05,233.31204,2.6363473
1944/6/1,104,0.75,10,1,1.60E-05,230.01717,-15.827127
1944/7/1,104,0.75,10,1,1.64E-05,230.08575,-22.114918
1944/8/1,104,0.75,10,1,1.65E-05,233.51862,-22.797094
1944/9/1,104,0.75,10,1,1.63E-05,234.8771,-19.460308
1944/10/1,104,0.75,10,1,1.55E-05,236.8955,-11.043655
1944/11/1,104,0.75,10,1,1.48E-05,236.14412,-0.024143696
1944/12/1,104,0.75,10,1,1.43E-05,235.7294,10.204985
1945/1/1,104,0.75,10,1,1.45E-05,233.55095,8.309002
1945/2/1,104,0.75,10,1,1.47E-05,234.79431,1.1531997
1945/3/1,104,0.75,10,1,1.49E-05,235.92651,7.642115
